"","X","Y","Z"
"111",11,3,50.593000193582
"112",12,3,50.5839559537952
"113",13,3,51.0367818056338
"114",14,3,50.4026537947612
"115",15,3,49.9586747399592
"116",16,3,50.2476541841172
"117",17,3,50.0366656937014
"118",18,3,49.9737724454568
"119",19,3,49.6763257955933
"120",20,3,49.7975975921798
"121",21,3,49.9386087658694
"122",22,3,50.0783626757553
"123",23,3,49.4134327012032
"124",24,3,49.6250645079758
"125",25,3,49.0619533959873
"126",26,3,49.0688514748554
"127",27,3,49.118763958278
"128",28,3,48.9707324893879
"129",29,3,49.1145134985131
"130",30,3,49.0990695231484
"131",31,3,49.3112307289051
"132",32,3,49.034498892469
"133",33,3,48.5598498800984
"134",34,3,49.2654821847374
"135",35,3,49.2182376774648
"136",36,3,49.1114055588857
"137",37,3,48.7456085540893
"138",38,3,48.5541887733454
"139",39,3,49.0061643221886
"140",40,3,48.7927429567115
"141",41,3,49.3091067845663
"142",42,3,49.4354149963154
"143",43,3,49.34840218624
"144",44,3,49.0766107554969
"145",45,3,48.3350795290453
"146",46,3,46.9597162310354
"147",47,3,46.9153507947401
"148",48,3,47.1571504487622
"149",49,3,47.1469812038877
"150",50,3,46.9081406777979
"151",1,4,52.510879311011
"152",2,4,51.0452505830099
"153",3,4,51.088299315607
"154",4,4,51.0689158051012
"155",5,4,50.3402347077145
"156",6,4,49.8474451593207
"157",7,4,50.5704146491828
"158",8,4,49.7077585789153
"159",9,4,50.5288911868772
"160",10,4,49.819956327352
"161",11,4,50.1795851857565
"162",12,4,50.2557444027653
"163",13,4,50.7128780351169
"164",14,4,50.4126742629957
"165",15,4,50.7211503739699
"166",16,4,50.43362471971
"167",17,4,49.8056806772063
"168",18,4,49.8988676580077
"169",19,4,49.8545242299785
"170",20,4,49.9643165851268
"171",21,4,50.1824688970696
"172",22,4,50.6259922255545
"173",23,4,50.4002356848717
"174",24,4,50.1168060012234
"175",25,4,49.2284617683887
"176",26,4,48.8665751294727
"177",27,4,49.303288255889
"178",28,4,49.6866984119292
"179",29,4,49.2584567991713
"180",30,4,48.5186391795839
"181",31,4,49.5256805385153
"182",32,4,48.8869269070038
"183",33,4,49.1040518167538
"184",34,4,48.4717252700198
"185",35,4,49.2697616672266
"186",36,4,49.1839095575438
"187",37,4,48.9528317844785
"188",38,4,48.7950114636719
"189",39,4,48.6682547007405
"190",40,4,48.9291024220443
"191",41,4,49.3866818920602
"192",42,4,49.2166679475726
"193",43,4,49.8280700320985
"194",44,4,49.1661129113806
"195",45,4,48.1609485452278
"196",46,4,47.2051270746918
"197",47,4,46.881517979298
"198",48,4,47.2024202049997
"199",49,4,47.2392917294021
"200",50,4,47.6678025179315
"201",1,5,52.5780337706447
"202",2,5,50.9753810042309
"203",3,5,51.1189873217072
"204",4,5,51.0259068872646
"205",5,5,50.9668643627351
"206",6,5,51.0337457433606
"207",7,5,50.4911472397273
"208",8,5,49.9125238915859
"209",9,5,50.0345544162358
"210",10,5,49.5849559793056
"211",11,5,49.4611373961726
"212",12,5,50.0274262572804
"213",13,5,49.8589363814366
"214",14,5,50.0554871499139
"215",15,5,50.6819470425503
"216",16,5,51.2210133328675
"217",17,5,50.6955928448298
"218",18,5,50.455516874585
"219",19,5,50.6866137316914
"220",20,5,50.754431308161
"221",21,5,50.8054999554084
"222",22,5,50.9647991176276
"223",23,5,50.6997512427805
"224",24,5,50.6349545827253
"225",25,5,49.9608734881019
"226",26,5,49.3388009668996
"227",27,5,49.4766951274503
"228",28,5,48.9154924937325
"229",29,5,48.6405416814523
"230",30,5,49.0626124700899
"231",31,5,49.2977604742032
"232",32,5,48.9191188427829
"233",33,5,49.1078880819937
"234",34,5,49.0891627397826
"235",35,5,48.5900228877314
"236",36,5,49.3637193117197
"237",37,5,49.0385444034047
"238",38,5,48.8966954377287
"239",39,5,49.0803063823346
"240",40,5,49.0059324541544
"241",41,5,49.0054460223799
"242",42,5,49.1636995805539
"243",43,5,49.7942277752663
"244",44,5,49.2486267210258
"245",45,5,48.5961112113111
"246",46,5,47.6085571653734
"247",47,5,46.9600444488789
"248",48,5,47.1368887087881
"249",49,5,47.6895258858454
"250",50,5,47.5898633474866
"251",1,6,52.889050101693
"252",2,6,51.5131094078045
"253",3,6,51.3375164380577
"254",4,6,51.1002552248531
"255",5,6,51.2338102886729
"256",6,6,50.7422756656805
"257",7,6,50.1127839738334
"258",8,6,50.1156383993332
"259",9,6,49.8535989300174
"260",10,6,49.6161446878801
"261",11,6,49.3786174934201
"262",12,6,50.5797922499608
"263",13,6,50.5735126097432
"264",14,6,50.8256440378175
"265",15,6,51.4985867724211
"266",16,6,51.9603221173521
"267",17,6,51.4200173917439
"268",18,6,51.0962439735366
"269",19,6,51.5296480317944
"270",20,6,50.976738423922
"271",21,6,51.0674892143106
"272",22,6,51.3768055230828
"273",23,6,51.3436233862619
"274",24,6,51.4042993440852
"275",25,6,50.455672522115
"276",26,6,49.9643878081718
"277",27,6,49.9776153468987
"278",28,6,48.922127758597
"279",29,6,49.1566989708544
"280",30,6,49.5646435733897
"281",31,6,49.2611851637753
"282",32,6,48.6573761948687
"283",33,6,48.9790497775091
"284",34,6,48.5886889000825
"285",35,6,49.1498355247515
"286",36,6,49.3295893552312
"287",37,6,49.3409995418085
"288",38,6,49.2275556708918
"289",39,6,49.1926135860722
"290",40,6,48.9967363825336
"291",41,6,49.636307832569
"292",42,6,49.2937094268069
"293",43,6,49.166953199759
"294",44,6,48.3146908941495
"295",45,6,48.3028391058186
"296",46,6,47.4525593181796
"297",47,6,46.9513022270206
"298",48,6,47.4487853803242
"299",49,6,47.7401187447824
"300",50,6,47.9514245945064
"301",1,7,52.992434500529
"302",2,7,51.6912692183726
"303",3,7,51.6695153156412
"304",4,7,51.4254745402869
"305",5,7,51.804404417099
"306",6,7,50.570114056287
"307",7,7,50.2601046526681
"308",8,7,50.1776713984427
"309",9,7,50.6172802902136
"310",10,7,49.6423226089903
"311",11,7,50.0628660061545
"312",12,7,51.160046540926
"313",13,7,51.1870125439717
"314",14,7,51.5738669596695
"315",15,7,52.1457413085712
"316",16,7,51.3590657020512
"317",17,7,51.5007318531954
"318",18,7,51.0847354274529
"319",19,7,50.9528581264833
"320",20,7,51.2227255417051
"321",21,7,51.2142157356712
"322",22,7,51.3173326823681
"323",23,7,51.3851464157058
"324",24,7,51.5526187481523
"325",25,7,51.3313440112364
"326",26,7,50.6821238919691
"327",27,7,50.0263566689628
"328",28,7,48.8691690216055
"329",29,7,49.4899381084035
"330",30,7,49.9282579399764
"331",31,7,49.6552950557389
"332",32,7,48.7107308737494
"333",33,7,49.19157471566
"334",34,7,49.2000379843321
"335",35,7,49.4621104698721
"336",36,7,49.5293794417446
"337",37,7,49.0980456632742
"338",38,7,49.1946966281961
"339",39,7,49.0281496410559
"340",40,7,48.9502963453293
"341",41,7,49.1313956273594
"342",42,7,48.8241842181759
"343",43,7,48.7848935584079
"344",44,7,48.5729507312702
"345",45,7,48.278355699705
"346",46,7,47.9283617754563
"347",47,7,47.1921705372392
"348",48,7,47.3003642050575
"349",49,7,47.9033393021689
"350",50,7,47.6145031972317
"351",1,8,52.7927897127993
"352",2,8,52.0420411655432
"353",3,8,52.3935610864037
"354",4,8,51.3007596178873
"355",5,8,51.3523793118056
"356",6,8,50.8349696158367
"357",7,8,50.5411068447743
"358",8,8,50.8370753313751
"359",9,8,50.2286036710217
"360",10,8,49.8072266066578
"361",11,8,50.4257499460377
"362",12,8,50.9460416620468
"363",13,8,51.5052123498551
"364",14,8,52.2170136149376
"365",15,8,52.5719885462422
"366",16,8,51.719047610209
"367",17,8,51.7533878033701
"368",18,8,52.0767994447113
"369",19,8,51.2458926618106
"370",20,8,51.8515520886008
"371",21,8,51.6151356477732
"372",22,8,51.4827350971876
"373",23,8,51.8453838283311
"374",24,8,51.7248395227749
"375",25,8,51.3696678883611
"376",26,8,50.3795965881948
"377",27,8,49.5301437248937
"378",28,8,49.1258625470386
"379",29,8,49.7098466545513
"380",30,8,49.8911690993765
"381",31,8,49.9076221329729
"382",32,8,49.0968920215615
"383",33,8,48.6783948584743
"384",34,8,49.3549113122607
"385",35,8,49.4385303954429
"386",36,8,49.49774965402
"387",37,8,48.773339401965
"388",38,8,48.7031572765008
"389",39,8,48.6102121092136
"390",40,8,49.3870611295162
"391",41,8,48.770761070839
"392",42,8,48.4573857260128
"393",43,8,48.2260884365075
"394",44,8,49.021808841567
"395",45,8,48.0866492509412
"396",46,8,47.6572889429952
"397",47,8,47.247071829836
"398",48,8,47.7654089369845
"399",49,8,47.5845540602498
"400",50,8,47.7867923262581
"401",1,9,51.9781952385252
"402",2,9,51.5168779515652
"403",3,9,51.7182545334153
"404",4,9,52.155274981083
"405",5,9,51.8773262215728
"406",6,9,51.5138708810965
"407",7,9,51.0058095065862
"408",8,9,51.3001848601874
"409",9,9,50.8352437316807
"410",10,9,50.967508607706
"411",11,9,51.2115539539156
"412",12,9,51.6907195214111
"413",13,9,51.6378434571824
"414",14,9,52.2139264108611
"415",15,9,52.4393065924402
"416",16,9,52.1684037442538
"417",17,9,51.8312281701651
"418",18,9,52.8567283017962
"419",19,9,52.4800688248602
"420",20,9,52.3276098983724
"421",21,9,51.7388148228416
"422",22,9,51.6952299761619
"423",23,9,52.0638535648731
"424",24,9,51.8295720125846
"425",25,9,51.2340411707773
"426",26,9,50.5659061757231
"427",27,9,49.9738984593645
"428",28,9,49.3746985033673
"429",29,9,49.1937389023222
"430",30,9,49.7270907009914
"431",31,9,49.432415234925
"432",32,9,48.8348417622438
"433",33,9,48.7312209069871
"434",34,9,48.7551428327803
"435",35,9,48.4194408883117
"436",36,9,48.8393288032711
"437",37,9,48.9976657486755
"438",38,9,48.8503255929785
"439",39,9,48.2421357228482
"440",40,9,48.8541956141523
"441",41,9,48.5096593657176
"442",42,9,48.4092747448578
"443",43,9,48.2076724947443
"444",44,9,48.5954728048126
"445",45,9,47.7316188933114
"446",46,9,47.6119608112017
"447",47,9,47.3051218288691
"448",48,9,47.4180430597685
"449",49,9,47.9433577798789
"450",50,9,47.6774699583036
"451",1,10,52.06147028934
"452",2,10,51.86334130937
"453",3,10,52.0544488291993
"454",4,10,52.5058919340562
"455",5,10,52.6965765815645
"456",6,10,51.8746997775563
"457",7,10,51.8115677874773
"458",8,10,51.8312504588232
"459",9,10,52.6339583639054
"460",10,10,52.2742840471033
"461",11,10,52.3753284585647
"462",12,10,51.5377003214632
"463",13,10,51.6899866376901
"464",14,10,52.2531330904951
"465",15,10,51.642357143395
"466",16,10,51.7534315189294
"467",17,10,52.5622088696814
"468",18,10,52.507815831652
"469",19,10,52.5036451158948
"470",20,10,52.1162375465964
"471",21,10,51.7568994939913
"472",22,10,51.8915463333776
"473",23,10,52.0566040909578
"474",24,10,51.4843944226523
"475",25,10,50.9893828365791
"476",26,10,50.4705285934596
"477",27,10,50.4053291313834
"478",28,10,49.8834755004287
"479",29,10,49.7469971627052
"480",30,10,50.4255862365549
"481",31,10,49.2297430690762
"482",32,10,48.6243368504541
"483",33,10,47.9359583126335
"484",34,10,48.2494749563195
"485",35,10,48.4577497229928
"486",36,10,48.9135082673698
"487",37,10,49.0480689851312
"488",38,10,49.2390532433649
"489",39,10,48.760389476475
"490",40,10,48.5919654702746
"491",41,10,48.4635176031098
"492",42,10,47.8318829766824
"493",43,10,48.2735639623806
"494",44,10,47.919008579602
"495",45,10,47.7808939414581
"496",46,10,47.7778656255193
"497",47,10,47.4757352190143
"498",48,10,47.470290594367
"499",49,10,47.6472158245471
"500",50,10,48.0923749354709
"501",1,11,52.3020337725047
"502",2,11,51.5753366332494
"503",3,11,51.5340345160572
"504",4,11,52.3424679189827
"505",5,11,52.1025352009843
"506",6,11,51.4962205615071
"507",7,11,51.4041983428818
"508",8,11,51.2325447583642
"509",9,11,52.4699919654774
"510",10,11,52.7083227334334
"511",11,11,52.9546155594603
"512",12,11,52.4825983059589
"513",13,11,51.7423802861804
"514",14,11,51.6423070280939
"515",15,11,51.8606263358124
"516",16,11,52.3319474860627
"517",17,11,52.2563608477778
"518",18,11,51.9215411570249
"519",19,11,52.4975455764589
"520",20,11,51.9752112274632
"521",21,11,51.9571285066918
"522",22,11,51.6910361079537
"523",23,11,51.8024357291921
"524",24,11,51.7924839904339
"525",25,11,51.1228003665625
"526",26,11,50.8100538498453
"527",27,11,50.1283177225328
"528",28,11,50.3462668523797
"529",29,11,50.2706801685263
"530",30,11,50.1772738858373
"531",31,11,49.5057563163587
"532",32,11,49.3429123366924
"533",33,11,48.5643865568899
"534",34,11,48.6074060023197
"535",35,11,48.5183251639526
"536",36,11,48.658670349375
"537",37,11,49.1747548663632
"538",38,11,48.914426216012
"539",39,11,49.0713338239586
"540",40,11,48.0508832412538
"541",41,11,48.3863181387462
"542",42,11,47.9749530513125
"543",43,11,47.8075180234137
"544",44,11,47.1908299016896
"545",45,11,47.0421270780011
"546",46,11,47.3355288457656
"547",47,11,47.6594882301469
"548",48,11,47.5845693462907
"549",49,11,48.0561468794084
"550",50,11,47.9598576744077
"551",1,12,51.5405729046833
"552",2,12,51.3856893529071
"553",3,12,51.2091949310339
"554",4,12,51.5399281825788
"555",5,12,51.6798421628788
"556",6,12,51.9901049872248
"557",7,12,51.9640391208977
"558",8,12,51.7448128994385
"559",9,12,51.9722144688305
"560",10,12,52.6702429242039
"561",11,12,52.1506287712719
"562",12,12,52.4329225508298
"563",13,12,51.6848332709899
"564",14,12,51.203899284855
"565",15,12,51.837108023893
"566",16,12,52.2106282332349
"567",17,12,52.037931001977
"568",18,12,52.0675642128742
"569",19,12,52.4703246842046
"570",20,12,52.2488695863783
"571",21,12,51.9980391544474
"572",22,12,51.854039415483
"573",23,12,51.9178990481351
"574",24,12,52.0664382386874
"575",25,12,51.3286397013917
"576",26,12,51.4642930147147
"577",27,12,50.5647995610633
"578",28,12,51.2235803184025
"579",29,12,50.2755292962037
"580",30,12,50.566155132829
"581",31,12,49.9624869640468
"582",32,12,49.2254784722616
"583",33,12,49.0319243042636
"584",34,12,48.4998306012004
"585",35,12,48.5743230180346
"586",36,12,49.4044158422218
"587",37,12,49.5631323112238
"588",38,12,49.2510460815902
"589",39,12,48.4268640208309
"590",40,12,48.9704221286709
"591",41,12,48.5920250035645
"592",42,12,47.851875625912
"593",43,12,47.7802205226499
"594",44,12,47.8555672554475
"595",45,12,46.6095682912943
"596",46,12,47.0535283057285
"597",47,12,47.8739323669831
"598",48,12,48.0049799212639
"599",49,12,48.1278529108159
"600",50,12,48.3010170833954
"601",1,13,50.5901481441213
"602",2,13,51.369185617336
"603",3,13,51.3235373848932
"604",4,13,51.2705412669431
"605",5,13,51.8368900806376
"606",6,13,52.1224742042793
"607",7,13,52.1325283710753
"608",8,13,51.8721619387879
"609",9,13,52.3327314096909
"610",10,13,52.7347761225853
"611",11,13,52.9351100441782
"612",12,13,52.3393880761769
"613",13,13,51.4250429041561
"614",14,13,51.3301643205678
"615",15,13,51.1657402245376
"616",16,13,51.4636673032391
"617",17,13,51.3010013470835
"618",18,13,51.8414021233441
"619",19,13,51.8507349380053
"620",20,13,52.4436411424697
"621",21,13,52.0062657900905
"622",22,13,52.0558799958207
"623",23,13,52.5035625503029
"624",24,13,51.3352988805428
"625",25,13,51.4709694194338
"626",26,13,51.3700271376796
"627",27,13,51.0658210939249
"628",28,13,50.7383522253851
"629",29,13,51.0435543135744
"630",30,13,50.0378431086081
"631",31,13,50.2574402202088
"632",32,13,49.7099579148925
"633",33,13,49.1607196177407
"634",34,13,49.0738652648868
"635",35,13,49.1526548374953
"636",36,13,49.6475341026713
"637",37,13,49.3241612528256
"638",38,13,49.1846184081621
"639",39,13,48.7829313344658
"640",40,13,48.3285652138659
"641",41,13,48.2766374819037
"642",42,13,47.9984251102354
"643",43,13,48.2256746747118
"644",44,13,47.8625559162553
"645",45,13,47.3785811412467
"646",46,13,47.1800209434865
"647",47,13,47.3696053586731
"648",48,13,47.9656590633084
"649",49,13,48.2269852427956
"650",50,13,48.118049862977
"651",1,14,50.7219928212526
"652",2,14,50.9835514572048
"653",3,14,50.3144037788733
"654",4,14,51.3235862815912
"655",5,14,51.5096204447348
"656",6,14,51.657853553661
"657",7,14,51.3647775059508
"658",8,14,51.5580548956853
"659",9,14,51.8511833802459
"660",10,14,52.675410160555
"661",11,14,52.7729646725326
"662",12,14,52.2188369919281
"663",13,14,51.2434241655886
"664",14,14,50.7242283254312
"665",15,14,50.7266297997912
"666",16,14,51.27517409919
"667",17,14,51.6435806256443
"668",18,14,51.5452067358469
"669",19,14,52.0908096036871
"670",20,14,52.2813853552973
"671",21,14,52.5891205338774
"672",22,14,52.5133497152895
"673",23,14,51.9072205119943
"674",24,14,51.3597351784458
"675",25,14,51.8493496684245
"676",26,14,52.0063107723462
"677",27,14,51.9355301080845
"678",28,14,51.4392673479898
"679",29,14,50.5053556544282
"680",30,14,49.9790592223812
"681",31,14,50.0764281057268
"682",32,14,49.4284883721398
"683",33,14,49.5107153797845
"684",34,14,49.4405672917706
"685",35,14,49.4844312561592
"686",36,14,49.5913546325595
"687",37,14,49.2396075880761
"688",38,14,48.6732942727724
"689",39,14,48.6982996703782
"690",40,14,48.3918078701869
"691",41,14,48.2060758197811
"692",42,14,48.2754377369819
"693",43,14,47.7947395715403
"694",44,14,47.8989559391599
"695",45,14,48.4853041664049
"696",46,14,48.382025574487
"697",47,14,47.1433123230833
"698",48,14,47.3848123340351
"699",49,14,48.1785397975966
"700",50,14,48.2559050428579
"701",1,15,50.5214804767918
"702",2,15,49.8192543162943
"703",3,15,50.1070721476024
"704",4,15,51.6029451475204
"705",5,15,51.0900679750496
"706",6,15,51.7462809758148
"707",7,15,51.4293909614603
"708",8,15,51.3830165291751
"709",9,15,51.9332475845336
"710",10,15,52.3179896212829
"711",11,15,52.6441508237399
"712",12,15,52.1206799034557
"713",13,15,51.4159333486438
"714",14,15,51.241546264866
"715",15,15,51.2396975935303
"716",16,15,51.2146180542621
"717",17,15,51.5357621798761
"718",18,15,51.8322579732511
"719",19,15,52.8885442353154
"720",20,15,52.0411761454326
"721",21,15,52.2981578397028
"722",22,15,52.0879222448902
"723",23,15,51.4498160546789
"724",24,15,51.1420793429553
"725",25,15,51.0016668295537
"726",26,15,51.9688221587712
"727",27,15,51.6822124270934
"728",28,15,51.2415034345055
"729",29,15,50.7167067918617
"730",30,15,50.243460785699
"731",31,15,49.1265088740241
"732",32,15,49.4901143949442
"733",33,15,49.3190490793287
"734",34,15,49.3604112363719
"735",35,15,49.4368692496807
"736",36,15,49.7835430499436
"737",37,15,49.5238975752362
"738",38,15,49.2807165162256
"739",39,15,48.3998553223619
"740",40,15,48.3614791436358
"741",41,15,48.5625438341192
"742",42,15,48.5780027446924
"743",43,15,48.3909612732844
"744",44,15,48.5113161660679
"745",45,15,48.0960657334267
"746",46,15,48.0539834401629
"747",47,15,47.6161561144252
"748",48,15,46.7587295215009
"749",49,15,48.3330391616841
"750",50,15,47.993226935939
"751",1,16,50.7212852049527
"752",2,16,50.0912377440296
"753",3,16,50.3736469977473
"754",4,16,50.4575710652962
"755",5,16,50.7053305408263
"756",6,16,51.1132557425692
"757",7,16,51.5611069427017
"758",8,16,51.5257156360308
"759",9,16,51.8738542650935
"760",10,16,52.5850996095463
"761",11,16,52.3636381106879
"762",12,16,52.2583482183565
"763",13,16,50.8866542265772
"764",14,16,51.0261202580778
"765",15,16,50.2487966943936
"766",16,16,51.2017574323873
"767",17,16,51.1488465629362
"768",18,16,51.2605288927336
"769",19,16,52.2606793638838
"770",20,16,52.4697075944908
"771",21,16,51.6065659833251
"772",22,16,52.2105449776211
"773",23,16,51.5341870098034
"774",24,16,51.1426656497607
"775",25,16,50.9634475826348
"776",26,16,51.5029864883341
"777",27,16,51.6824942034494
"778",28,16,51.4943897379625
"779",29,16,51.0543388907268
"780",30,16,50.862181644744
"781",31,16,49.4916042318985
"782",32,16,49.2004286004667
"783",33,16,49.5174465086522
"784",34,16,49.6145890126714
"785",35,16,49.6471442756389
"786",36,16,49.6417091420268
"787",37,16,49.628664798746
"788",38,16,49.5376016701349
"789",39,16,49.443569329851
"790",40,16,48.7659519221506
"791",41,16,48.490040910592
"792",42,16,48.8584234949203
"793",43,16,48.3203504366862
"794",44,16,48.4932410196705
"795",45,16,47.8351476740469
"796",46,16,47.9393112827447
"797",47,16,47.8290244251168
"798",48,16,47.6952457499723
"799",49,16,48.0577571044947
"800",50,16,48.0746677215469
"801",1,17,50.9011149305268
"802",2,17,50.2020235891901
"803",3,17,50.5971067547881
"804",4,17,50.561440597763
"805",5,17,50.734339371768
"806",6,17,50.8934380207747
"807",7,17,51.0494047469048
"808",8,17,51.666637958058
"809",9,17,51.6171970036431
"810",10,17,51.9240471674679
"811",11,17,51.9378294848664
"812",12,17,51.1620756133545
"813",13,17,51.000694982485
"814",14,17,50.0602798451685
"815",15,17,49.8460318544751
"816",16,17,49.7598351053596
"817",17,17,50.3401364008401
"818",18,17,50.9603664013896
"819",19,17,50.8176724858245
"820",20,17,51.8211244430708
"821",21,17,51.6243933197456
"822",22,17,51.4254303607327
"823",23,17,51.451100711758
"824",24,17,50.7788230725104
"825",25,17,50.9639772301538
"826",26,17,50.8231633205628
"827",27,17,51.0639755352508
"828",28,17,50.7480458831678
"829",29,17,50.7968469173969
"830",30,17,49.8929160695623
"831",31,17,49.3247649174551
"832",32,17,49.0754885113709
"833",33,17,49.0180669337519
"834",34,17,49.4621591518181
"835",35,17,49.7812512000017
"836",36,17,50.2457135025273
"837",37,17,49.8083907003735
"838",38,17,48.8903966617723
"839",39,17,49.2383947742804
"840",40,17,49.1874952694472
"841",41,17,48.8347949176354
"842",42,17,48.709747012423
"843",43,17,48.6548380280687
"844",44,17,48.3288042927272
"845",45,17,48.0922580476153
"846",46,17,47.8930494315421
"847",47,17,48.0225263373147
"848",48,17,48.1497116870386
"849",49,17,48.5822556258133
"850",50,17,47.9574902057153
"851",1,18,50.7987672658805
"852",2,18,51.2718985980899
"853",3,18,50.8409589610409
"854",4,18,51.008253537521
"855",5,18,50.8506089121974
"856",6,18,51.4126867880044
"857",7,18,51.3766844802202
"858",8,18,52.0454534237934
"859",9,18,51.8020458878033
"860",10,18,51.3441491313654
"861",11,18,51.3793979371269
"862",12,18,51.0093189582771
"863",13,18,50.1803949109749
"864",14,18,49.538301016444
"865",15,18,49.3211340850924
"866",16,18,48.8631563057439
"867",17,18,48.9435061941947
"868",18,18,50.0135220873336
"869",19,18,50.2454112156817
"870",20,18,50.5282771907115
"871",21,18,51.223451662818
"872",22,18,51.6298286732913
"873",23,18,51.4883130823662
"874",24,18,51.0839770348737
"875",25,18,51.0607406643363
"876",26,18,51.1774658939801
"877",27,18,50.2780684905301
"878",28,18,50.0782623631743
"879",29,18,49.6123211526942
"880",30,18,49.6838874525122
"881",31,18,49.5355372940102
"882",32,18,49.5542808879102
"883",33,18,49.9150407328111
"884",34,18,49.7064431724067
"885",35,18,49.1673405867766
"886",36,18,49.6217246035249
"887",37,18,50.163255338201
"888",38,18,49.4918773207941
"889",39,18,49.7704225337919
"890",40,18,49.5229038889874
"891",41,18,49.4147479708848
"892",42,18,49.109414674564
"893",43,18,49.0792334102923
"894",44,18,48.6903650109823
"895",45,18,48.6143072065364
"896",46,18,48.3279197765286
"897",47,18,48.4887579189762
"898",48,18,48.838121795447
"899",49,18,49.0528205590107
"900",50,18,48.8575671117699
"901",1,19,50.6733267315522
"902",2,19,51.0173943960758
"903",3,19,51.1374802725386
"904",4,19,50.3956473751285
"905",5,19,50.9384780714443
"906",6,19,51.0835984582177
"907",7,19,51.3256711543419
"908",8,19,51.2067120838212
"909",9,19,51.5161957377419
"910",10,19,51.7343684537096
"911",11,19,51.1565999610059
"912",12,19,50.8316413233135
"913",13,19,50.3905650905431
"914",14,19,49.828339825214
"915",15,19,49.406116868893
"916",16,19,49.3207641702176
"917",17,19,49.5016633438404
"918",18,19,49.6457796092424
"919",19,19,49.8353080050371
"920",20,19,49.9383698418208
"921",21,19,50.2293928603038
"922",22,19,50.7095116240904
"923",23,19,50.9451615729269
"924",24,19,50.3735974764607
"925",25,19,50.8730808565224
"926",26,19,50.2719301088966
"927",27,19,50.9925845392146
"928",28,19,49.6848401665595
"929",29,19,49.4695109479086
"930",30,19,49.2079106919871
"931",31,19,49.6719343528225
"932",32,19,50.0715795437374
"933",33,19,49.9597089759925
"934",34,19,49.8596720084456
"935",35,19,50.080379929258
"936",36,19,49.3019379092908
"937",37,19,49.9123568008112
